Plant,Side,tissue,Identifier 1,Identifier 2,Run,Row,Amount,d13C,pctC,mcgC,d15N,pctN,mcgN,CNratio,Fungal_treatment,N_level,Fungus_attempted,Fungal_state_week_of_August_21,Notes1,Predicted_fungi_just_prior_to_harvest,Receives 15N label?,Harvest date,Batch,Harvest_time,Actual_fungi_at_harvest,Actual_fungus_by_compartment,Limited_colonization,Failed_split,Roots_dead_at_harvest,Harvest_notes,enriched,mycofungus,uniqueIds,replicated,atmpct13C,atmpct15N,mmol13Cexcess,mmol15Nexcess,APE13C,APE15N
6091,a,hyphae,Bogar_6091_a_hyphae/rhizomorphs,1_B4,1,30,3232,-28.73,7.3,235,6.47,0.5,17,13.9,SUIPU/NM,High,SUIPU,SUIPU,NA,SUIPU/NM,N,171222,B03,10:50,THETE/NM,THETE,N,N,N,Lots of crust both sides; have intercept coloinzation data here,0,THETE,6091 a hyphae THETE,FALSE,1.0796518208870076,0.3686645309453717,0.015507335999999988,0.0020956049999999978,0.0015174567178264375,2.0803752359283e-4
6004,x,uncolonized_roots,Bogar_6004_X_NM,1_B5,1,31,3619,-29.31,43,1556,5.14,0.7,25,61.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,6004 x uncolonized_roots NA,FALSE,1.079014056628803,0.3681791527860144,0.008989760000000008,-0.0027941400000000027,8.79692459621717e-4,-2.773406357645114e-4
6073,b,mycorrhizas,Bogar_6073_b_mycorrhizas,1_B8,1,34,3253,-30.54,37.4,1216,4.5,1.9,63,19.3,THETE/NM,High,NM,THETE,NA,THETE/THETE,N,170126,B01,unknown,THETE/THETE,THETE,N,N,N,don't know where the data sheet is. Inferred fungal state from tin ball/mass data,0,THETE,6073 b mycorrhizas THETE,FALSE,1.0776615293514944,0.36794558567052654,-0.004831995999999996,-0.005147100000000002,-4.728348176867847e-4,-5.10907751252343e-4
6066,a,uncolonized_roots,Bogar_6066_a_NM,1_B9,1,35,3734,-13.41,42.8,1600,2.76,1.6,59,27.2,THETE/SUIPU,High,THETE,THETE,NA,THETE/THETE,N,171220,FC12,13:55,THETE/THETE,THETE,N,N,N,NA,1,THETE,6066 a uncolonized_roots THETE,FALSE,1.0964946171957266,0.3673105695393161,0.18766123999999998,-0.011544210000000003,0.018360253026545426,-0.0011459238824627627
6015,a,mycorrhizas,Bogar_6015_a_mycorrhizas,1_C1,1,40,2470,-16.36,10.7,265,4.65,1.2,29,9.3,SUIPU/NM,High,SUIPU,NM?,NA,SUIPU/NM,N,171215,FC07,9:20,THETE/SUIPU,SUIPU,N,N,N,"lots of hyphae. Unambiguous, happy-looking SUIPU.",1,SUIPU,6015 a mycorrhizas SUIPU,FALSE,1.0932518353405254,0.3680003280614736,0.1545115,-0.004595625,0.01511747117134421,-4.56165360305294e-4
6098,a,uncolonized_roots,Bogar_6098_a_NM,1_C2,1,41,3492,-22.41,46.8,1635,7.54,1.7,59,27.7,SUIPU/NM,High,SUIPU,THETE,NA,THETE/NM,Y,171217,FC09,10:35,MIXED/THETE,MIXED,N,N,N,"lots of dead or nearly-dead SUIPU looking mycos w/NM roots protruding. Very little THETE -- collected all i could find for isotopes, but there's non in % pool.",1,MIXED,6098 a uncolonized_roots MIXED,FALSE,1.0866007191335123,0.36905501971593335,0.08652643999999998,0.006029459999999999,0.008466354964331124,5.985262941544667e-4
6070,a,mycorrhizas,Bogar_6070_a_mycorrhizas,1_C3,1,42,2330,-1.59,40.5,944,13.44,2.6,60,15.6,SUIPU/NM,High,SUIPU,THETE,NA,THETE/THETE,Y,180109,FC14,8:35,THETE/THETE,THETE,N,N,N,"this plant is HUGE! Lots of THETE crust AF, some in AR, BF, BR.",1,THETE,6070 a mycorrhizas THETE,FALSE,1.1094855969928374,0.3712081271252532,0.320484944,0.02772081,0.03135123282365626,0.00275163370347431
6078,b,uncolonized_roots,Bogar_6078_b_NM,1_C5,1,44,2734,-21.26,46.9,1282,4.42,0.9,25,51.7,THETE/SUIPU,Low,SUIPU,SUIPU,NA,THETE/SUIPU,N,171208,FC04,14:00,THETE/SUIPU,SUIPU,N,N,N,NA,1,SUIPU,6078 b uncolonized_roots SUIPU,FALSE,1.087865049747708,0.36791638970409113,0.09944921999999996,-0.005441220000000002,0.009730685578526854,-5.401037176877566e-4
6040,a,mycorrhizas,Bogar_6040_a_mycorrhizas,1_C6,1,45,2894,-16.63,39.4,1139,7.47,3.6,105,10.9,THETE/NM,High,THETE,THETE,NA,THETE/NM,N,171217,FC09,18:10,THETE/NM,THETE,N,N,N,NA,1,THETE,6040 a mycorrhizas THETE,FALSE,1.092955027735305,0.3690294738151708,0.15147745599999998,0.005772104999999998,0.014820663566123882,5.729803933919309e-4
6093,b,uncolonized_roots,Bogar_6093_b_NM,1_C7,1,46,2440,-14.24,45.8,1117,5.15,2.7,67,16.7,THETE/NM,High,NM,THETE,NA,THETE/THETE,Y,180110,FC15,14:00,THETE/THETE,THETE,N,N,N,"I didn't note which fungus was here at harvest, but my tins include mycos listed for both sides A and B of this microcosm. I think both were very likely THETE.",1,THETE,6093 b uncolonized_roots THETE,FALSE,1.0955822627812022,0.36818280226350475,0.17833436399999997,-0.0027573750000000003,0.017447898612021007,-2.7369115827413637e-4
6019,a,uncolonized_roots,Bogar_6019_a_NM,1_C8,1,47,3629,-21.6,45.2,1639,3.95,0.9,32,50.8,SUIPU/SUIPU,Low,SUIPU,SUIPU,NA,SUIPU/NM,Y,171221,FC13,8:30,SUIPU/SUIPU,SUIPU,N,N,N,"WAS ""really happy SUIPU"" on 8.21. NOTE: I have, throught this harvest, occasionally seen plants whose mycorrhizas appear to have been eaten like drumsticks. Only the core of each branch remains. Typically SUIPU plants. I suspect soil arhtropod fungivory? This plant has such damage, especially at the top fo the root system.",1,SUIPU,6019 a uncolonized_roots SUIPU,FALSE,1.0874912510184715,0.367744863055719,0.09562857199999997,-0.007169175000000001,0.009356886849290369,-7.116303660598677e-4
6034,a,mycorrhizas,Bogar_6034_a_mycorrhizas,1_C10,1,52,1868,-16.92,35.7,666,7.26,3.6,67,9.9,THETE/SUIPU,High,THETE,THETE,NA,THETE/SUIPU,Y,171212,FC05,15:30,MIXED/THETE,THETE,N,N,N,Many rhizomorphs in AF!,1,THETE,6034 a mycorrhizas THETE,FALSE,1.0926362323973564,0.3689528360342818,0.14821866799999997,0.005000039999999998,0.01450186822817523,4.963426125029202e-4
6063,b,uncolonized_roots,Bogar_6063_b_TFR,1_C11,1,53,2819,-21.51,46.3,1306,4.37,1.3,38,34.4,SUIPU/SUIPU,High,SUIPU,NM,NA,NM/NM,N,171206,FC02,17:00,SUIPU/NM,NM,N,N,N,NA,1,NM,6063 b uncolonized_roots NM,FALSE,1.0875901980158642,0.36789814221637973,0.09663991999999998,-0.005625045000000001,0.009455833846683026,-5.583512053991546e-4
6075,a,mycorrhizas,Bogar_6075_a_mycorrhizas,1_C12,1,54,2748,-27.13,43.9,1206,5.94,0.7,20,59.7,THETE/THETE,Low,THETE,THETE,NA,THETE/THETE,Y,171218,FC10,17:50,THETE/THETE,THETE,N,N,N,"mycos aren't pretty (mostly leggy and dark), but look okay on compound scope)",1,THETE,6075 a mycorrhizas THETE,FALSE,1.0814111279319332,0.36847111014039247,0.033486856,1.4706000000000013e-4,0.0032767637627519886,1.4616718613580382e-5
6002,b,uncolonized_roots,Bogar_6002_b_NM,1_D1,1,55,3215,-12.98,39.2,1260,1.6,1.5,47,27,SUIPU/SUIPU,High,SUIPU,SUIPU,NA,SUIPU/SUIPU,Y,171215,FC07,16:45,MIXED/SUIPU,MIXED,N,N,N,"I'm finding it much easier, now, to distinguish THETE-type from SUIPU-type mycorrhizes. Sorted accordingly.",1,MIXED,6002 b uncolonized_roots MIXED,FALSE,1.0969672761167844,0.3668872209547712,0.19249323599999998,-0.015808950000000002,0.01883291194760317,-0.0015692724670076652
6084,a,uncolonized_roots,Bogar_6084_a_NM,1_D2,1,56,3038,-23.09,45,1367,3.49,0.7,21,63.9,SUIPU/SUIPU,Low,SUIPU,SUIPU,NA,SUIPU/SUIPU,Y,171208,FC04,8:50,SUIPU/SUIPU,SUIPU,N,N,N,Lots of hyphae visible on soil,1,SUIPU,6084 a uncolonized_roots SUIPU,FALSE,1.0858530997373959,0.3675769853386174,0.07888514399999999,-0.008860365,0.007718735568214674,-8.795080831615065e-4
6072,a,uncolonized_roots,Bogar_6072_a_NM,1_D3,1,59,3281,-27.8,47.9,1571,3.03,0.8,27,59.2,THETE/THETE,Low,THETE,THETE,NA,THETE/THETE,N,171218,FC10,14:05,THETE/THETE,THETE,N,N,N,NA,1,THETE,6072 a uncolonized_roots THETE,FALSE,1.0806744257227257,0.36740910705577573,0.025957931999999986,-0.010551555000000002,0.0025400615535444704,-0.0010473863660031557
6052,b,mycorrhizas,Bogar_6052_b_mycorrhizas,1_D4,1,60,2317,72.32,18.9,438,6.12,1.8,42,10.4,THETE/SUIPU,High,SUIPU,NM,NA,THETE/NM,N,171220,FC12,18:50,MIXED/THETE,MIXED,N,N,N,NA,1,MIXED,6052 b mycorrhizas MIXED,FALSE,1.1906403636764302,0.3685368003093192,1.1510263959999998,8.088299999999991e-4,0.11250599950724904,8.030688754029347e-5
6032,a,hyphae,Bogar_6032_a_hyphae/rhizomorphs,1_D5,1,61,661,-28.96,39.4,260,-0.31,1.7,11,23,THETE/THETE,Low,THETE,THETE,NA,THETE/THETE,N,171208,FC04,19:40,THETE/THETE,THETE,N,N,N,NA,1,THETE,6032 a hyphae THETE,FALSE,1.079398915354773,0.36619014777411274,0.012922779999999983,-0.022831065,0.0012645511855917668,-0.002266345647666146
6029,b,uncolonized_roots,Bogar_6029_b_NM,1_D6,1,62,2788,-20.65,46.4,1293,4.61,0.8,23,55.2,THETE/THETE,Low,THETE,NM?,"both sides alive, THETE probably present",THETE/THETE,Y,171216,FC08,10:20,THETE/THETE,THETE,N,N,N,limited colonization,1,THETE,6029 b uncolonized_roots THETE,FALSE,1.088535681562913,0.36798573009643626,0.106303912,-0.004742685,0.010401317393731846,-4.707633253426269e-4
6094,a,mycorrhizas,Bogar_6094_a_mycorrhizas,1_D7,1,63,3149,-20.35,41.2,1297,5.98,2,64,20.2,SUIPU/NM,High,SUIPU,THETE,NA,THETE/THETE,Y,171220,FC12,8:15,THETE/THETE,THETE,N,N,N,NA,1,THETE,6094 a mycorrhizas THETE,FALSE,1.088865497152468,0.36848570796319546,0.10967507199999997,2.9412000000000025e-4,0.010731132983286873,2.9214541416577866e-5
6085,a,uncolonized_roots,Bogar_6085_a_NM,1_D8,1,64,2766,-26.28,45.6,1260,2.12,0.8,21,58.9,THETE/SUIPU,Low,THETE,THETE,NA,THETE/SUIPU,N,171214,FC06,20:15,THETE/SUIPU,THETE,N,N,N,NA,1,THETE,6085 a uncolonized_roots THETE,FALSE,1.0823457343465728,0.36707699835136215,0.04303847599999998,-0.01389717,0.0042113701773915935,-0.0013794950704167364
6093,a,uncolonized_roots,Bogar_6093_a_NM,1_D9,1,65,2927,-8.24,43.3,1267,2.68,1.8,54,23.6,THETE/NM,High,THETE,THETE,NA,THETE/THETE,N,180110,FC15,14:00,THETE/THETE,THETE,N,N,N,"I didn't note which fungus was here at harvest, but my tins include mycos listed for both sides A and B of this microcosm. I think both were very likely THETE.",1,THETE,6093 a uncolonized_roots THETE,FALSE,1.1021772169567894,0.3672813732007118,0.24575756399999996,-0.011838330000000001,0.024042852787608204,-0.001175120221067083
6087,a,uncolonized_roots,Bogar_6087_a_NM,1_D10,1,67,3379,-20.29,47.1,1591,3.52,2.9,98,16.2,THETE/THETE,High,THETE,THETE,NA,THETE/THETE,N,171217,FC09,14:10,THETE/THETE,THETE,N,N,N,"lots of hyphae at top BR, dry soil",1,THETE,6087 a uncolonized_roots THETE,FALSE,1.088931460006438,0.3675879339026297,0.110349304,-0.008750070000000002,0.010797095837256743,-8.685595191491591e-4
6016,b,uncolonized_roots,Bogar_6016_b_NM,1_D11,1,68,3115,-23.36,46.3,1441,3.35,0.6,18,81.6,THETE/NM,Low,NM,NM,NA,THETE/NM,Y,171207,FC03,8:20,THETE/NM,NM,N,N,N,? or VERY young THETE. I think true NM pine roots branch more/are larger than the unoccupied roots in +SUIPU plants,1,NM,6016 b uncolonized_roots NM,FALSE,1.0855562477249645,0.3675258920080767,0.07585109999999999,-0.009375075000000002,0.007421883555783326,-9.30601413702159e-4
6082,a,hyphae,Bogar_6082_a_hyphae/rhizomorphs,1_D12,1,69,1736,-20.96,14.9,259,11.63,1.4,23,11.1,NM/NM,High,NM,NM,NA,THETE/NM,Y,171206,FC02,19:50,FAILED,OTHER,N,N,N,"Fungus noted as ""???"": ""no mycos -- just two smallish roots and a ton of rhizomorphs following into the soil""",1,OTHER,6082 a hyphae OTHER,FALSE,1.0881948698096509,0.37054760745959214,0.10282037999999998,0.021066345000000004,0.010060505640469675,0.0020911140378132576
6064,a,mycorrhizas,Bogar_6064_a_mycorrhizas,1_E2,1,71,1180,-19.52,36.8,434,5,1.8,21,20.7,SUIPU/SUIPU,High,SUIPU,SUIPU,NA,SUIPU/NM,Y,171212,FC05,7:20,THETE/SUIPU,SUIPU,N,N,N,"had thrips damage. Mostly dead, some live SUIPU, plus possibly some mystery fungus as on side B.",1,SUIPU,6064 a mycorrhizas SUIPU,FALSE,1.089777975489679,0.368128060073077,0.119001948,-0.003308850000000001,0.011643611320497849,-3.28433348701862e-4
6048,a,uncolonized_roots,Bogar_6048_a_NM,1_E3,1,72,2540,-22.28,42.8,1086,4.03,1.5,39,27.8,SUIPU/SUIPU,High,SUIPU,NM?,NA,SUIPU/NM,N,171206,FC02,9:00,THETE/NM,NM,N,N,N,"no crusts, no hyphae",1,NM,6048 a uncolonized_roots NM,FALSE,1.0867436450842003,0.36777405912268213,0.08798727599999998,-0.006875055000000001,0.008609280915019113,-6.824342990967569e-4
6014,a,uncolonized_roots,Bogar_6014_a_NM,1_E6,1,76,3494,-6.85,42.8,1495,1.63,2.2,78,19.2,NM/NM,High,NM,NM,NA,NM/NM,Y,171215,FC07,15:35,NM/NM,NM,N,N,N,NA,1,NM,6014 a uncolonized_roots NM,FALSE,1.1037049225322653,0.36689816967037997,0.26137727199999994,-0.015698655000000002,0.025570558363084084,-0.0015583237513989157
6051,b,uncolonized_roots,Bogar_6051_b_NM,1_E8,1,78,3409,-24.78,44.7,1525,5.45,1.6,55,27.9,SUIPU/NM,High,NM,NM,NA,NM/NM,N,171217,FC09,19:15,THETE/NM,THETE,N,N,N,crust BF & BR; TONS of hyphae BR,1,THETE,6051 b uncolonized_roots THETE,FALSE,1.0839949967023925,0.36829228646389356,0.059894275999999975,-0.0016544250000000006,0.005860632533211341,-1.642069578853267e-4
6059,b,mycorrhizas,Bogar_6059_b_mycorrhizas,1_E9,1,79,3666,-14.6,40,1468,7.15,3.5,127,11.6,NM/NM,High,NM,NM,NA,NM/NM,N,171212,FC05,9:55,THETE,NA,N,Y,Y,Failed split,1,NA,6059 b mycorrhizas NA,FALSE,1.09518653756046,0.36891269238771457,0.174288972,0.004595625,0.017052173391278735,4.5619896593568354e-4
6097,a,uncolonized_roots,Bogar_6097_a_NM,1_E11,1,81,3025,0.5,37.8,1143,5.4,1.5,47,24.5,THETE/SUIPU,High,THETE,THETE,NA,THETE/THETE,Y,171212,FC05,13:45,THETE/THETE,THETE,N,N,N,NA,1,THETE,6097 a uncolonized_roots THETE,FALSE,1.1117822933531387,0.36827403911387196,0.34397069199999997,-0.00183825,0.03364792918395754,-1.8245430790692074e-4
6012,a,uncolonized_roots,Bogar_6012_a_NM,1_E12,1,82,3110,-8,45.3,1408,5.25,1.2,36,38.8,THETE/SUIPU,High,THETE,THETE,NA,THETE/SUIPU,Y,171206,FC02,15:15,THETE/SUIPU,THETE,N,N,N,fuiting at top F & R compartments. Weird root architecture -- just one huge clump of mycorrhizas (like a bunch of grapes); taking all for % col.,1,THETE,6012 a uncolonized_roots THETE,FALSE,1.1024409968301765,0.36821929702370343,0.24845449199999997,-0.0023897250000000014,0.02430663266099531,-2.3719639807545656e-4
6090,b,uncolonized_roots,Bogar_6090_b_NM,1_F1,1,83,3194,-12.94,45.8,1463,1.91,3.4,108,13.6,THETE/NM,High,NM,NM?,NA,THETE/NM,N,171220,FC12,10:30,THETE/NM,NM,N,N,N,NA,1,NM,6090 b uncolonized_roots NM,FALSE,1.0970112441588402,0.36700035756669025,0.192942724,-0.014669235000000001,0.018876879989659034,-0.001456135855088636
6028,b,uncolonized_roots,Bogar_6028_b_NM,1_F3,1,88,3401,-24.57,45.1,1533,3.58,1.6,53,28.9,SUIPU/NM,High,NM,THETE,NA,THETE/SUIPU,Y,171217,FC09,7:40,MIXED/THETE,THETE,N,N,N,"hella THETE hyphae at top of BR panel -- primordial fruit? ""Senescent"" or ""dead"" mycos are black, shriveled, but often coated with light-colored (living?) hyphae -- being recycled?",1,THETE,6028 b uncolonized_roots THETE,FALSE,1.0842258890434906,0.3676098310234357,0.062254087999999985,-0.00852948,0.0060915248743094175,-8.466623983431898e-4
6057,b,uncolonized_roots,Bogar_6057_b_NM,1_F4,1,89,2674,-26.36,43.3,1158,3.89,0.6,15,78.2,SUIPU/NM,Low,NM,NM?,NA,SUIPU/NM,N,171205,FC01,12:05,THETE/NM,THETE,N,N,N,NA,1,THETE,6057 b uncolonized_roots THETE,FALSE,1.0822577721427757,0.3677229659942674,0.042139499999999996,-0.007389765000000001,0.004123407973594562,-7.335274275114823e-4
6087,a,mycorrhizas,Bogar_6087_a_mycorrhizas,1_F5,1,90,2653,-28.41,42.6,1130,6.49,2.9,78,14.5,THETE/THETE,High,THETE,THETE,NA,THETE/THETE,N,171217,FC09,14:10,THETE/THETE,THETE,N,N,N,"lots of hyphae at top BR, dry soil",1,THETE,6087 a mycorrhizas THETE,FALSE,1.0800036873023726,0.3686718298289683,0.01910323999999999,0.0021691349999999996,0.0018693231331914362,2.1533640718940372e-4
6066,a,mycorrhizas,Bogar_6066_a_mycorrhizas,1_F6,1,91,2896,4.4,38.1,1104,5.25,2.7,79,13.9,THETE/SUIPU,High,THETE,THETE,NA,THETE/THETE,N,171220,FC12,13:55,THETE/THETE,THETE,N,N,N,NA,1,THETE,6066 a mycorrhizas THETE,FALSE,1.1160677094407878,0.36821929702370343,0.3877957719999999,-0.0023897250000000014,0.03793334527160663,-2.3719639807545656e-4
6090,a,uncolonized_roots,Bogar_6090_a_NM,1_F7,1,92,3775,0.36,47,1776,2.71,1.8,67,26.5,THETE/NM,High,THETE,THETE,NA,THETE/NM,Y,171220,FC12,10:30,THETE/NM,THETE,N,N,N,NA,1,THETE,6090 a uncolonized_roots THETE,FALSE,1.1116284509976069,0.3672923218296937,0.342397484,-0.011728035000000001,0.033494086828425695,-0.0011641715920852058
6025,a,hyphae,Bogar_6025_a_hyphae/rhizomorphs,1_F8,1,94,1250,-12.26,10.5,131,13.14,0.8,10,13.5,THETE/SUIPU,High,THETE,THETE,NA,THETE/SUIPU,Y,171215,FC07,18:45,THETE/SUIPU,THETE,N,N,N,"THETE crust AR, AF.",1,THETE,6025 a hyphae THETE,FALSE,1.0977586948926685,0.37109864933314535,0.20058402,0.02661786,0.01962433072348735,0.0026421559113664617
6043,a,uncolonized_roots,Bogar_6043_a_NM,1_F11,1,97,3498,-17.81,39.6,1385,1.96,0.9,33,42.4,SUIPU/SUIPU,High,SUIPU,SUIPU,NA,SUIPU/SUIPU,N,171206,FC02,11:10,SUIPU/SUIPU,SUIPU,N,N,N,visible SUIPU hyphae in root side,1,SUIPU,6043 a uncolonized_roots SUIPU,FALSE,1.091657847666647,0.3670186053832592,0.13821756,-0.014485410000000002,0.013523483497465794,-0.0014378880385196857
6087,b,uncolonized_roots,Bogar_6087_b_NM,1_F12,1,98,2694,-27.66,45.4,1223,4,2.7,73,16.6,THETE/THETE,High,THETE,THETE,NA,THETE/THETE,Y,171217,FC09,14:10,THETE/THETE,THETE,N,N,N,Ditto A,1,THETE,6087 b uncolonized_roots THETE,FALSE,1.0808283644046845,0.3677631105995762,0.02753113999999999,-0.006985350000000001,0.0026940002355033688,-6.933828222026595e-4
6068,b,hyphae,Bogar_6068_b_hyphae/rhizomorphs,1_G1,1,99,1856,-28.3,17.3,320,9.76,2.1,39,8.1,NM/NM,High,NM,THETE,NA,THETE/NM,Y,171212,FC05,12:45,THETE/NM,THETE,N,N,N,NA,1,THETE,6068 b hyphae THETE,FALSE,1.0801246408045178,0.36986518291580295,0.020339331999999984,0.014191289999999999,0.001990276635336574,0.0014086894940240624
6094,b,hyphae,Bogar_6094_b_hyphae/rhizomorphs,1_G2,1,100,2850,-22.8,19.5,556,2.67,1.7,50,11.2,SUIPU/NM,High,NM,THETE,NA,THETE/THETE,N,171220,FC12,8:15,THETE/THETE,THETE,N,N,N,NA,1,THETE,6094 b hyphae THETE,FALSE,1.0861719388031654,0.36727772365718314,0.08214393199999998,-0.011875095000000002,0.008037574633984246,-0.001178769764595744
6006,a,uncolonized_roots,Bogar_6006_a_NM,1_G3,1,101,3705,-6.85,43.6,1614,8.89,1.8,67,24,THETE/THETE,High,THETE,THETE,NA,THETE/THETE,Y,180110,FC15,10:20,THETE/THETE,THETE,N,N,N,NA,1,THETE,6006 a uncolonized_roots THETE,FALSE,1.1037049225322653,0.36954768809666333,0.26137727199999994,0.010992735000000002,0.025570558363084084,0.0010911946748844437
6080,a,mycorrhizas,Bogar_6080_a_mycorrhizas,1_G4,1,104,3046,-25.53,38.8,1182,5.1,0.9,27,43.1,THETE/THETE,Low,THETE,THETE,NA,THETE/THETE,Y,171214,FC06,13:30,THETE/THETE,THETE,N,N,N,fruiting at top. Some hyphae look almost suipu-ish. Lots of NM roots with hyphae clinging. (Young mycos? Yes. looked on compound scope and saw mantle developing at end of these ambiguous young mycos.),1,THETE,6080 a mycorrhizas THETE,FALSE,1.0831703723991122,0.3681645548733795,0.05146637599999998,-0.0029412000000000028,0.005036008229930999,-2.9193854839937305e-4
